Track Name,Artist,Track URL,Duration (s),Danceability,Acousticness,Energy,Liveness,Loudness (dB),Speechiness,Tempo (BPM),Popularity,Release Date,Lyrics,Language
Sir Ywayne out of anger broght.
The lady led him unto hall;
Ogains him rase the barons all.
And al thai said ful sekerly:
""This knight sal wed the lady.""
And ilkane said thamself bitwene
(So faire a man had thai noght sene),
""For his bewté in hal and bowre
Him semes to be an emperowre.
We wald that thai war trowth-plight
And weded sone this ilk nyght.""
The lady set hir on the dese
And cumand al to hald thaire pese,
And bad hir steward sumwhat say,
Or men went fra cowrt oway.
The steward said, ""Sirs, understandes,
Were es waxen in thir landes:
The king Arthure es redy dight
To be here byn this fowretenyght.
He and his menye ha thoght
To win this land if thai moght.
Thai wate ful wele that he es ded,
That was lord here in this stede.
None es so wight wapins to welde
Ne that so boldly mai us belde.
And wemen may maintene no stowre -
Thai most nedes have a governowre.
Tharfor mi lady most nede
Be weded hastily for drede;
And to na lord wil sho tak tent,
Bot if it be by yowre assent.""
Than the lordes al on raw
Held tham wele payd of this saw;
Al assented hyr untill
To tak a lord at hyr owyn wyll.
Than said the lady onone right,
""How hald ye yow paid of this knight?
He profers hym on al wyse
To myne honore and my servyse.
And sertes, sirs, the soth to say,
I saw him never or this day;
Bot talde unto me has it bene,
He es the kyng son Uriene.
He es cumen of hegh parage
And wonder doghty of vasselage.
War and wise and ful curtayse,
He yernes me to wife alwayse.
And nere the lese, I wate, he might
Have wele better, and so war right.""
With a voice halely thai sayd,
""Madame, ful wele we hald us payd.
Bot hastes fast, al that ye may,
That ye war wedded this ilk day.""
And grete prayer gan thai make
On al wise, that sho suld hym take.
Sone unto the kirk thai went
And war wedded in thaire present.
Thare wedded Ywaine in plevyne
The riche lady Alundyne,
The dukes doghter of Landuit;
Els had hyr lande bene destruyt.
Thus thai made the maryage
Omang al the riche barnage.
Thai made ful mekyl mirth that day,
Ful grete festes on gude aray.
Grete mirthes made thai in that stede,
And al forgetyn es now the ded
Of him that was thaire lord fre.
Thai say that this es worth swilk thre,
And that thai lufed him mekil more
Than him that lord was thare byfore.",en
Nallavannu Solvaanga,DSP,https://open.spotify.com/track/6ItUH2NMCupt7DvryJmdGC,275.971,0.802,0.148,0.913,0.0581,-4.816,0.0711,121.998,40,2013-12-18,Lyrics not found,en
Adadada Arrambame,Yuvan Shankar Raja,https://open.spotify.com/track/2R1R0N5CC2VMinXync9CgA,227.0,0.648,0.0175,0.749,0.0413,-7.734,0.191,150.027,48,2013-09-23,Lyrics not found,en
Silambattam,Yuvan Shankar Raja,https://open.spotify.com/track/6HExlCnMKR4CdHfJE2aJmg,303.0,0.604,0.129,0.853,0.0267,-8.256,0.263,79.85,50,2008-10-25,Lyrics not found,en
Aathadi,Hiphop Tamizha,https://open.spotify.com/track/7wh6MmQyEbrj5l6kL0eiIL,207.862,0.689,0.477,0.938,0.362,-6.32,0.221,84.008,45,2019-04-03,"Takku Bukku Takku Bukku
Dagulu Bukku Dagulu Bukku
Takku Bukku Takku Bukku
Dagulu Bukku Dagulu Bukku
Dandanakkada Dhanakunnu
Dandanakkada
Dandanakkada Dhanakunnu
Dandanakkada
Dandanakkada Dhanakunnu
Dandanakkada
Aathadi Enna Udambu
Adi Anganga Pacha Narambu
Aimponnaal Senja Odambu
Adhil Adaiyalam Intha Thazhumbu
Dandanakkada Dhanakunnu
Dandanakkada…Hoi
Dandanakkada Dhanakunnu
Dandanakkada…Hoi
Dandanakkada Dhanakunnu
Dandanakkada…Hoi
Dandanakkada Dhanakunnu
Dandanakkada…Hoi",id
Royapuram Peter,Anirudh Ravichander,https://open.spotify.com/track/35hp2gFs4G0EpBDYsJHMAj,217.038,0.398,0.606,0.942,0.344,-4.118,0.41,75.086,41,2014-03-16,"Ai Peteru
Thomaari Kepmaari Kaitha Kasumalam
Sensor.. Engada Ava
Hey Royapuram Peter'ru Rousu Ivan Mattertu
Hey Sounda Aethappa
Ae Vootukulla Vettuva Aeriyava Ketuva
Ae Come On Come On Come On Come On ..
Naanga Enga Veetu Pulla Illa
Unga Veetu Pullenu Sollurene
Naanga Ellarume Chennaiyoda Chella Pulla
Soundathaan Solluvene
Aaru Vela Sora Thinnu
All Time'mu Oora Suthum
Ambala Singam Thaane
Friends'ku Kaaga Pala Figurungala Kalativutta
Agmarku Thangam Naane..
Aamaa…
Ah Udraan Udraan Udraan Udraan Peteru
Ah Dubaar Dubaar Dubaar Dubaar Dubaarkooru Peteru
Ah Udraan Udraan Udraan Udraan Peteru
Ah Dubaar Dubaar Dubaar Dubaar Dubaarkooru Peteru
Ore Time'la Rendu Maanga Adikapøraan Peteru
Adikapøraan Peteru.. Innum Kønjam Buildup Pannu..
Bulpu Vaangi Bulpu Vaangi Aayiputtaan Jøkeru
Itha Kelu..",id
Naan Romba,Ranjith Govind,https://open.spotify.com/track/3Eqe0yeDWicGdBeD56OEDm,245.933,0.777,0.148,0.928,0.292,-4.1,0.206,130.054,47,2010-12-20,Lyrics not found,en
Nada Da Raja,"Dhanush,Yogi B",https://open.spotify.com/track/6srIDOUp5CChsiWlNqXXKI,210.75,0.515,0.0811,0.953,0.198,-6.039,0.321,179.991,0,2016-06-26,Lyrics not found,en
Puli,Devi Sri Prasad,https://open.spotify.com/track/5VH4LOEQckMW517NiihFnC,276.973,0.554,0.215,0.899,0.255,-5.66,0.0884,83.969,38,2015-08-02,"[Letra de ""Intercontinental Choppers"" ft. ETR, Feal, Sefaren, Mistery, DamnCarrey & Shad]
[Verse 1: ETR]
Yine geldim bir iki flowa, olucam önüme gelecek olana bir koma
Deneyecek önüme gelmeyi ama sonra, gelemedi bilemedi ölümümü çokça
Tokça onun karnini tutacak ama agri, o yinede bagirir, duyulursa kardir
Sen genede durma, durma saydir, benim ile kapismak bir sanstir
Deneme bir kere bile efendi, gelecek önüme bölünür hep kendi
Denemedi denesede beceremedi, yenemedi ölümüne bide diyebildi
Kelimelerim ile gelicem seli ile, bile bile dile girecek dilinize ile
Denemesin gevelesin yada söyle, karalarim aralari paravanin kara kismi paralarim taramali hiyar adi
Sirali burasi kaliba dolaba oda ban son ama kon ama buraya
Dalsin baysin sansin rapi ile havada takili kalsin, ederim adami geri geri denemesin kendisi
Bilemeden atamadi laf ama yapar bolca gaf, kaliba dalip ha sakin ölümümü bilemeden kendisi
Gelemedi geri geri ama sonu aci yok ona af
[Verse 2: Feal]
Alguém liga se mais um morre nesse corre onde concorre?
Onde se vacilar se fode, alguém liga para a morte de alguém que não é protagonista no game da vida?
Onde 'tá foda de ser otimista, onde no jeito mais fácil de crescer
Nos outros você pisa, ou será pisado, terá que ter força pra aguentar o sapato do presidente amado
Que mesmo sendo muito claro o ato, nunca foi provado
Que merda é essa que ocorre nesse lado, aprisionado desde o passado, no sistema não derrubado
Dificuldade atrai dificuldade, pô, até na faculdade
Depois que vira indireta, será julgado, imposto posto e pá, parti suposto e já, dinheiro
O povo na verdade é pra jogar no poço, e precisa de carro novo?
Mas só é invisível para quem deve puni-lo
Incrível, tudo fica fudido",pt
Soda Bottle,Devi Sri Prasad,https://open.spotify.com/track/3yGjAQdEPYyBLxfbfLY0ut,322.506,0.816,0.0761,0.873,0.0495,-8.744,0.291,77.49,0,2005-12-09,"[Strofa 1]
Metà della mia vita passata a seguire schemi
Ritenevi fosse giusto, ora credi nei tuoi pensieri
Ora mi sveglio col reflusso, vomito la paura
Non c'è cura per il disgusto del solito vai e vieni
Quindi ne fumo una da solo seduto su una aiuola
Ti chiedo scusa se volo, sputo più di una persona
Mi hanno rinchiuso in un penitenziario
C'ha un non so che di insensato
Illuso adesso aspetto la mia ora (tic tac)
Tu lo sai che il cosmo fra è una tentazione
Per via della curiosità sia della totale autorità
Si ma il paradiso non è un posto bro è una sensazione
E l'aldilà se hai una speranza, non c'è mai stata una verità
Intanto porto sulle spalle il peso degli affanni
Di tutti gli attacchi di panico che mi hanno cresciuto
I drammi che ho vissuto in questi anni
L'addormentarmi per sempre non mi fa paura
Anzi mi dà un aiuto
[Ritornello]
Mi tengo tutto dentro fin da quando stavo dentro
Non in gabbia ma fra in pancia di mia mamma, ora
Sento ogni nottata amara, l'ansia che mi calma
Mentre canta questa stessa ninna nanna e subito:
Asma (asma)
Non respiro più, non respiro più
Calma (calma)
Ora respiri tu, dimmi ora respiri più",it
"Aruva Meesai (From ""Dhol"")",Manikka Vinayagam,https://open.spotify.com/track/3hE9GdVjYRK57vADwEKZiK,284.773,0.756,0.271,0.896,0.037,-6.838,0.125,147.87,35,2013-07-17,Lyrics not found,en
Damakku Damakku,Harris Jayaraj,https://open.spotify.com/track/4D1Yg3cLMpEcJVol8TACBk,295.226,0.795,0.0421,0.694,0.248,-8.492,0.042,131.026,54,2009-08-09,Lyrics not found,en
"Porkkalam (From ""Aadukalam"") - Tamil Rap",G. V. Prakash,https://open.spotify.com/track/3OLnPo26zFl6V1vWZ78Sw3,260.506,0.849,0.277,0.768,0.332,-4.085,0.233,98.0,43,2014-07-09,Lyrics not found,en
"Surviva (From ""Vivegam"") (feat. Yogi B & Mali)",Anirudh Ravichander,https://open.spotify.com/track/2HExCD0mVOvPQ47dkM4tUH,222.026,0.608,0.137,0.919,0.243,-7.203,0.076,160.028,41,2018-11-23,Lyrics not found,en
Yennai Arindhaal,Harris Jayaraj,https://open.spotify.com/track/76JxauQ8isYkpbFXRzRQGX,346.294,0.742,0.000459,0.687,0.7,-8.646,0.0386,116.014,48,2015-01-04,"கடிகாரம் பார்த்தால் தவறு
நொடி முல்லை மட்டும் நகரு
கண் பார்த்து பேச பழகு
கடமை தான் என்றும் அழகு
கடிகாரம் பார்த்தால் தவறு
நொடி முல்லை மட்டும் நகரு
கண் பார்த்து பேச பழகு
கடமை தான் என்றும் அழகு
ஒரு தப்பு தண்டா செய்து இருந்தால் ஓடி போயிருடா
இல்லை நெற்றி கண்ணில் நீ விழுந்து சாம்பல் ஆயிருடா
ஒரு தப்பு தண்டா செய்து இருந்தால் ஓடி போயிருடா
இல்லை நெற்றி கண்ணில் நீ விழுந்து சாம்பல் ஆயிருடா
மிக பாதுகாப்பா வீடு செல்வார் என்னை அடைந்தால்
கொடுங்கோலன் எல்லாம் பெட்டி பாம்பு என்னை அறிந்தால்
எடை போட கல்லும் இல்லை எதிர் பார்க்கும் சொல்லும் இல்லை
இவன் யாரு என்று சொல்ல உயிரோடு எவனும் இல்லை
எடை போட கல்லும் இல்லை எதிர் பார்க்கும் சொல்லும் இல்லை
இவன் யாரு என்று சொல்ல உயிரோடு எவனும் இல்லை",ta
Pangaali,Santhosh Narayanan,https://open.spotify.com/track/6uo2vc2N2oPz53Wa2Q6wck,139.941,0.732,0.0146,0.62,0.106,-5.354,0.0809,169.986,40,2016-03-04,Lyrics not found,en
Mun Sellada,Santhosh Narayanan,https://open.spotify.com/track/68SQB9JEA3YKYPFejBOH2S,199.51,0.7,0.547,0.685,0.269,-8.686,0.0444,120.009,51,2016-04-08,"முன் செல்லடா முன்னே செல்லடா
தைாியமே துணை!
தோல்விகளும் காயங்களும்
செதுக்கிடுமே உனை !
ஓகே!!
உளி முத்தம் வைத்ததும்
சிதறும் அப்பாறை துளிகள்
அதற்காக கண்ணீா் சிந்தாது
சிற்பத்தின் விழிகள்
கருமேகம் முட்டிக் கொட்டும்
அத்தண்ணீா் பொறிகள்
அவை விழுந்தால் பற்றிக்கொள்ளட்டும்
உன் நெஞ்சின் திாிகள்
முன் செல்லடா முன்னே செல்லடா
தைாியமே துணை!!
தோல்விகளும் காயங்களும்
செதுக்கிடுமே உனை!!
ஆயிரம் தடைகளை உன் முன்னே
காலம் இன்று குவித்தாலும்
ஆயிரம் பொய்களை ஒன்றாய் சோ்ந்து
உன்னை பின்னால் இழுத்தாலும்
முன் செல்லடா ஓகே முன் செல்லடா
முன் செல்லடா யே முன் செல்லடா!",ta
Thani Oruvan - The Power of One,Hiphop Tamizha,https://open.spotify.com/track/5KhKH476zkjKxraMZIo6in,229.499,0.587,0.723,0.931,0.168,-4.912,0.0654,82.0,53,2015-07-22,"I was just passing the time of day with old Troy of the D. M. P. at the corner of Arbour hill there and be damned but a bloody sweep came along and he near drove his gear into my eye.
 I turned around to let him have the weight of my tongue when who should I see 
dodging along Stony Batter only Joe Hynes
.
—Lo, Joe, says I. 
How are you blowing?
 
Did you see that bloody chimneysweep
 near shove my eye out with his brush?
—Soot's luck, says Joe. Who's the old ballocks you were talking to?
—Old Troy, says I, was in the force. I'm on two minds not to give that fellow in charge for obstructing the thoroughfare with his brooms and ladders.
